	I_D	TSEVENT_ID	YEAR	MONTH	DAY	DOUBTFUL	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DISTANCE_FROM_SOURCE	TRAVEL_TIME_HOURS	TRAVEL_TIME_MINUTES	WATER_HT	HORIZONTAL_INUNDATION	TYPE_MEASUREMENT_ID	PERIOD	FIRST_MOTION	DEATHS	DEATHS_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	COORDS
176	74	124.0	1361.0	8.0	3.0		JAPAN	OSAKA	NANIWA, OSAKA	34.65	135.5	85.0	189.0					1.0			200.0	3.0				2.0					(34.649999999999999, 135.5)
177	75	124.0	1361.0	8.0	3.0		JAPAN	TOKUSHIMA	NARUTO, TOKUSHIMA	34.183	134.61700000000002	85.0	136.0					1.0													(34.183, 134.61700000000002)
178	76	124.0	1361.0	8.0	3.0		JAPAN	TOKUSHIMA	YUKI PORT, TOKUSHIMA	33.766999999999996	134.6	85.0	93.0					1.0			200.0	3.0				4.0			1700.0	4.0	(33.766999999999996, 134.59999999999999)
179	10917	3116.0	1365.0	1.0	2.0		ALGERIA		ALGIERS	36.763000000000005	3.051	50.0	6.0					1.0				1.0									(36.763000000000005, 3.0510000000000002)
180	77	126.0	1389.0	3.0	20.0		GREECE		CHIOS	38.368	26.136	50.0	15.0					1.0													(38.368000000000002, 26.135999999999999)
181	10918	3117.0	1402.0	6.0			GREECE		GULF OF CORINTH	38.35	22.25	50.0	30.0					1.0													(38.350000000000001, 22.25)
182	10919	127.0	1403.0	11.0	16.0				SYRIA - PALESTINE			50.0						1.0													(nan, nan)
183	28204	128.0	1403.0	12.0			JAPAN	WAKAYAMA	SOUTH COAST OF KII PENINSULA	33.5	135.8	85.0	69.0					1.0													(33.5, 135.80000000000001)
184	10378	128.0	1403.0	12.0			JAPAN	KANAGAWA	KAMAKURA	35.31	139.54	85.0	331.0					1.0													(35.310000000000002, 139.53999999999999)
185	25335	130.0	1407.0	8.0	23.0		NORTH KOREA		HAEJU	38.0406	125.7147	84.0	5.0					1.0													(38.040599999999998, 125.71469999999999)
186	28205	131.0	1408.0	1.0	21.0		JAPAN	WAKAYAMA	SOUTH COAST OF KII PENINSULA	33.5	135.8	85.0	107.0					1.0													(33.5, 135.80000000000001)
187	10379	131.0	1408.0	1.0	21.0		JAPAN	KANAGAWA	KAMAKURA	35.31	139.54	85.0	294.0					1.0													(35.310000000000002, 139.53999999999999)
188	15731	3565.0	1408.0	12.0	20.0		SYRIA		LATAKIA	35.516999999999996	35.783	50.0	81.0					1.0													(35.516999999999996, 35.783000000000001)
189	78	132.0	1420.0	9.0	6.0		JAPAN	OSAKA	IBARAKI	34.81	135.57	85.0						1.0													(34.810000000000002, 135.56999999999999)
190	10380	133.0	1433.0	11.0	7.0		JAPAN	KANTO	TONE RIVER	35.75	140.8	85.0	151.0					1.0													(35.75, 140.80000000000001)
191	25333	135.0	1434.0	8.0	6.0		SOUTH KOREA		INCHON	37.4536	126.7317	84.0	65.0					1.0								1.0					(37.453600000000002, 126.7317)
192	79	136.0	1448.0	9.0	19.0		JAPAN	TOYAMA	TOYAMA BAY-NIIGATA	36.7	137.23	85.0	124.0					1.0													(36.700000000000003, 137.22999999999999)
193	10920	3118.0	1456.0	12.0	4.0		ITALY	CAMPANIA	BAY OF NAPLES	40.83	14.25	50.0	64.0					1.0													(40.829999999999998, 14.25)
194	80	137.0	1481.0	5.0	3.0		GREECE		ISLAND OF RHODES	36.2	28.0	50.0	22.0			3.0		1.0				3.0				3.0					(36.200000000000003, 28.0)
195	19375	5418.0	1481.0	12.0	18.0		GREECE		ISLAND OF RHODES	36.2	28.0	50.0	22.0					1.0													(36.200000000000003, 28.0)
196	10921	3119.0	1494.0	7.0	1.0		GREECE		HERACLION [CANDIA], ISLAND OF CRETE	35.333	25.133000000000003	50.0	38.0					1.0								1.0					(35.332999999999998, 25.133000000000003)
197	82	142.0	1495.0	9.0	12.0		JAPAN	KANAGAWA	KAMAKURA	35.309	139.55	85.0	24.0			5.0		1.0													(35.308999999999997, 139.55000000000001)
198	19403	142.0	1495.0	9.0	12.0		JAPAN	KANAGAWA	YUIGAHAMA	35.283	139.567	85.0	21.0					1.0			200.0	3.0									(35.283000000000001, 139.56700000000001)
199	19407	144.0	1498.0	7.0	9.0		JAPAN		KII PENINSULA			85.0						1.0													(nan, nan)
200	19406	144.0	1498.0	7.0	9.0		JAPAN	KANAGAWA	KAMAKURA	35.309	139.55	85.0	197.0					1.0													(35.308999999999997, 139.55000000000001)
201	19405	144.0	1498.0	7.0	9.0		JAPAN	MIE	ISE	34.48	136.71	85.0	91.0					1.0													(34.479999999999997, 136.71000000000001)
202	6681	145.0	1498.0	8.0	2.0		VENEZUELA		PEDERNALES	9.967	-62.266999999999996	74.0	8.0					1.0				3.0				3.0				3.0	(9.9670000000000005, -62.266999999999996)
203	87	146.0	1498.0	9.0	20.0		JAPAN	SHIZUOKA	LAKE HAMANA	34.683	137.6	85.0	89.0					1.0													(34.683, 137.59999999999999)
204	84	146.0	1498.0	9.0	20.0		JAPAN	TOKYO	YAENE, HACHIJO ISLAND	33.1	139.767	85.0	184.0					1.0			1.0	1.0									(33.100000000000001, 139.767)
205	85	146.0	1498.0	9.0	20.0		JAPAN	MIE	OMINATO (ISE)	34.516999999999996	136.75	85.0	137.0			10.0		1.0			5000.0	4.0				4.0			1000.0	3.0	(34.516999999999996, 136.75)
206	7062	146.0	1498.0	9.0	20.0		JAPAN	KANAGAWA	KAMAKURA	35.309	139.55	85.0	197.0					1.0			200.0	3.0									(35.308999999999997, 139.55000000000001)
207	86	146.0	1498.0	9.0	20.0		JAPAN	SHIZUOKA	YAIZU	34.867	138.333	85.0	99.0					1.0			26000.0	4.0									(34.866999999999997, 138.333)
208	19404	146.0	1498.0	9.0	20.0		JAPAN	SHIZUOKA	NISHINA COUNTY	34.7667	138.7667	85.0	105.0				2000.0	1.0													(34.7667, 138.76669999999999)
209	10409	2993.0	1498.0	9.0	20.0		JAPAN	WAKAYAMA	MINATO	34.0903	135.09	85.0	66.0					1.0								1.0					(34.090299999999999, 135.09)
210	88	147.0	1500.0				USA	HI	KALAELOA, MOLOKAI, HI	21.05	-156.85	80.0						1.0				3.0									(21.050000000000001, -156.84999999999999)
211	10922	149.0	1508.0	5.0	29.0		GREECE		ISLAND OF CRETE			50.0						1.0													(nan, nan)
212	16351	151.0	1509.0	6.0	17.0		CHINA		WUSONG	31.3683	121.4928	84.0	15.0					1.0													(31.368300000000001, 121.4928)
213	16350	151.0	1509.0	6.0	17.0		CHINA		NANXIANG	31.2947	121.2983	84.0	30.0					1.0													(31.294699999999999, 121.2983)
214	16352	151.0	1509.0	6.0	17.0		TAIWAN		CHIATUNG	24.33	120.56700000000001	84.0	803.0					1.0													(24.329999999999998, 120.56700000000001)
215	89	152.0	1509.0	9.0	14.0		TURKEY		ISTANBUL (CONSTANTINOPLE)	41.019	28.965	50.0	77.0					1.0													(41.018999999999998, 28.965)
216	90	154.0	1510.0	9.0	21.0		JAPAN	OSAKA	NANIWA (OSAKA)	34.7	135.5	85.0	14.0					1.0													(34.700000000000003, 135.5)
217	10410	156.0	1510.0	10.0	10.0	?	JAPAN	SHIZUOKA	TOTOMI-NADA	34.6	138.2	85.0	56.0					1.0													(34.600000000000001, 138.19999999999999)
218	10924	157.0	1511.0	3.0	26.0		ITALY		GULF OF VENICE	45.5	12.5	50.0	106.0					1.0													(45.5, 12.5)
219	26403	157.0	1511.0	3.0	26.0		ITALY		TRIESTE	45.65	13.77	50.0	66.0					1.0													(45.649999999999999, 13.77)
220	19408	158.0	1512.0	10.0		?	JAPAN	TOKUSHIMA	SHIKOKU ISLAND	34.067	134.567	85.0						1.0			3700.0	4.0									(34.067, 134.56700000000001)
221	25522	159.0	1519.0	9.0	24.0		SOUTH KOREA		CHUNGCHONG PROVINCE	36.3	126.5	84.0	45.0					1.0													(36.299999999999997, 126.5)
222	91	160.0	1520.0	4.0	4.0		JAPAN	WAKAYAMA	SOUTH COAST OF KII PENINSULA	33.5	135.8	85.0	48.0					1.0								1.0				2.0	(33.5, 135.80000000000001)
223	94	163.0	1530.0	9.0	1.0		VENEZUELA		PARIA	10.627	-62.167	74.0	211.0			7.3		1.0													(10.627000000000001, -62.167000000000002)
224	93	163.0	1530.0	9.0	1.0		VENEZUELA		ISLA CUBAGUA	10.817	-64.183	74.0	16.0			6.0		1.0													(10.817, -64.183000000000007)
225	92	163.0	1530.0	9.0	1.0		VENEZUELA		CUMANA	10.482999999999999	-64.2	74.0	26.0			6.0		1.0								1.0					(10.482999999999999, -64.200000000000003)
226	96	165.0	1531.0	1.0	26.0		PORTUGAL		LISBON	38.68333	-9.31666	73.0	19.0					1.0								1.0					(38.683329999999998, -9.3166600000000006)
227	15740	3575.0	1531.0	1.0			CHINA		GUICHI, ANHUI PROVINCE	30.658	117.48299999999999	84.0	5.0					7.0													(30.658000000000001, 117.48299999999999)
228	10925	166.0	1534.0				ISRAEL		PALESTINE			50.0						1.0													(nan, nan)
229	28178	167.0	1537.0				MEXICO		COAST OF MEXICO			88.0						1.0													(nan, nan)
230	10926	3120.0	1538.0	9.0	26.0		ITALY		POZZUOLI			50.0						1.0													(nan, nan)
231	97	168.0	1539.0	11.0	24.0		HONDURAS		CABO DE HIGUERAS	16.017	-86.03299999999999	74.0	264.0					1.0													(16.016999999999999, -86.032999999999987)
232	7642	169.0	1541.0	12.0	25.0		VENEZUELA		NUEVA CADIZ	10.817	-64.183	74.0	3.0					1.0								2.0					(10.817, -64.183000000000007)
233	18940	5404.0	1542.0	12.0	10.0		ITALY	SICILY	AUGUSTA	37.2167	15.2167	50.0	18.0					1.0													(37.216700000000003, 15.216699999999999)
234	99	170.0	1543.0				VENEZUELA		CUMANA	10.482999999999999	-64.2	74.0	26.0					1.0								1.0					(10.482999999999999, -64.200000000000003)
235	7643	170.0	1543.0				VENEZUELA		PUNTA DE ARAYA	10.633	-64.3	74.0	23.0					1.0								1.0					(10.632999999999999, -64.299999999999997)
236	28206	171.0	1545.0	2.0	7.0		JAPAN		IZU PENINSULA, HONSHU	34.8	139.0	85.0	0.0					1.0													(34.799999999999997, 139.0)
237	10927	173.0	1546.0	1.0	14.0		ISRAEL		GAZA - JAFFA	31.5	34.467	50.0	112.0					1.0				3.0									(31.5, 34.466999999999999)
238	25328	174.0	1556.0	10.0	21.0		SOUTH KOREA		ANSAN,  CHUNGCHONG	36.8741	126.2116	84.0	23.0					1.0													(36.874099999999999, 126.2116)
239	25329	174.0	1556.0	10.0	21.0		SOUTH KOREA		ISAN,  CHUNGCHONG	36.8797	126.6169	84.0	56.0					1.0													(36.8797, 126.6169)
240	19454	176.0	1562.0	7.0	25.0		JAPAN		YATSUSHIRO	32.516999999999996	130.567	85.0	4.0					1.0													(32.516999999999996, 130.56700000000001)
241	19455	176.0	1562.0	7.0	25.0		JAPAN		HIGO	32.5	130.6	85.0	0.0					1.0													(32.5, 130.59999999999999)
242	10928	3121.0	1562.0	10.0	20.0		ITALY		REGGIO DI CALABRIA	38.1	15.65	50.0	267.0					1.0													(38.100000000000001, 15.65)
243	100	178.0	1562.0	10.0	28.0		CHILE	CONCEPCION	OLD CONCEPCION	-36.733000000000004	-72.983	89.0	223.0					1.0				3.0				3.0					(-36.733000000000004, -72.983000000000004)
244	10929	3122.0	1564.0	7.0	20.0		FRANCE		VALLEY OF THE RIVER LA VESUBIE			50.0						1.0													(nan, nan)
245	101	179.0	1570.0	2.0	8.0		CHILE	CONCEPCION	OLD CONCEPCION	-36.733000000000004	-72.983	89.0	2.0					1.0		F	2000.0	4.0				3.0					(-36.733000000000004, -72.983000000000004)
246	10411	181.0	1571.0	5.0	20.0	?	JAPAN	WAKAYAMA	TAKADA	37.12	138.24	85.0						1.0													(37.119999999999997, 138.24000000000001)
247	102	182.0	1571.0	11.0	1.0		NETHERLANDS		HOLLAND			73.0						1.0													(nan, nan)
248	104	185.0	1575.0	12.0	16.0		CHILE	VALDIVIA	VALDIVIA	-39.8	-73.233	89.0	3.0					1.0			100.0	2.0				2.0				2.0	(-39.799999999999997, -73.233000000000004)
249	31657	185.0	1575.0	12.0	16.0		CHILE	VALDIVIA	LAKE RINIUE	-39.8	-72.4	89.0	68.0					7.0			1200.0	4.0									(-39.799999999999997, -72.400000000000006)
250	103	185.0	1575.0	12.0	16.0		CHILE	CONCEPCION	OLD CONCEPCION	-36.733000000000004	-72.983	89.0	342.0					1.0													(-36.733000000000004, -72.983000000000004)
251	16353	186.0	1580.0	1.0			NORTH KOREA		KOGEN	40.025	127.956	84.0	5.0					1.0													(40.024999999999999, 127.956)
252	15647	187.0	1580.0	4.0	6.0		FRANCE		BOULOGNE, FRANCE	50.725	1.614	73.0	39.0					1.0													(50.725000000000001, 1.6140000000000001)
253	105	187.0	1580.0	4.0	6.0		UK		DOVER, UNITED KINGDOM	51.133	1.3159999999999998	73.0	13.0					1.0													(51.133000000000003, 1.3159999999999998)
254	106	187.0	1580.0	4.0	6.0		UK		SANDWICH, UNITED KINGDOM	51.283	1.3330000000000002	73.0	29.0					1.0													(51.283000000000001, 1.3330000000000002)
255	15644	187.0	1580.0	4.0	6.0		FRANCE		CALAIS, FRANCE	50.957	1.8519999999999999	73.0	39.0					1.0													(50.957000000000001, 1.8519999999999999)
256	16218	3681.0	1582.0	1.0	22.0		PERU		CAMANA	-16.623	-72.711	89.0	118.0					1.0													(-16.623000000000001, -72.710999999999999)
257	19006	5410.0	1584.0	3.0	17.0		PERU		CHINCHA	-13.469000000000001	-76.19	89.0	255.0					1.0													(-13.469000000000001, -76.189999999999998)
258	10412	188.0	1585.0	6.0	11.0		JAPAN	MIYAGI	TOKURA VILLAGE, MOTOYOSHI COUNTY	38.8	141.5	85.0				2.0		1.0													(38.799999999999997, 141.5)
259	7997	191.0	1586.0	1.0	18.0		JAPAN	MIE	NAGASHIMA	35.083	136.7	85.0	13.0					1.0				3.0				2.0					(35.082999999999998, 136.69999999999999)
260	8000	191.0	1586.0	1.0	18.0		JAPAN	SHIGA	NAGAHAMA	35.383	136.267	85.0	65.0					1.0				3.0				2.0					(35.383000000000003, 136.267)
261	7999	191.0	1586.0	1.0	18.0		JAPAN	MIE	OMINATO (ISE)	34.516999999999996	136.75	85.0	54.0					1.0				3.0				2.0					(34.516999999999996, 136.75)
262	7998	191.0	1586.0	1.0	18.0		JAPAN	AICHI	TSUSHIMA	35.167	136.717	85.0	20.0					1.0				3.0				2.0					(35.167000000000002, 136.71700000000001)
263	10244	194.0	1586.0	7.0	10.0		JAPAN	MIYAGI	TOKURA SANRIKU (MIYAGI PREFECTURE)			85.0				2.5		1.0													(nan, nan)
264	29557	194.0	1586.0	7.0	10.0		PERU		TRUJILLO	-8.112	-79.0288	89.0	488.0					1.0													(-8.1120000000000001, -79.028800000000004)
265	111	194.0	1586.0	7.0	10.0		JAPAN	MIYAGI	MIYAGI (NE HONSHU)	38.45	141.6	85.0	15175.0			2.0		1.0													(38.450000000000003, 141.59999999999999)
266	112	194.0	1586.0	7.0	10.0		JAPAN	MIYAGI	SHIZUKAWA	38.72	141.45	85.0	15174.0			2.5		1.0													(38.719999999999999, 141.44999999999999)
267	113	194.0	1586.0	7.0	10.0		PERU		CALLAO	-12.05	-77.15	89.0	66.0			24.0	250.0	1.0								1.0					(-12.050000000000001, -77.150000000000006)
268	114	194.0	1586.0	7.0	10.0		PERU		LIMA	-12.1	-77.13	89.0	66.0			26.0	10000.0	1.0								1.0					(-12.1, -77.129999999999995)
269	16222	3686.0	1587.0	7.0	9.0		PERU		SECHURA	-5.553	-80.82	89.0	45.0					1.0								2.0					(-5.5529999999999999, -80.819999999999993)
270	117	197.0	1589.0	3.0	21.0		JAPAN	SHIZUOKA	SURUGA-WAN	34.83	138.58	85.0	35.0					1.0				3.0				3.0				3.0	(34.829999999999998, 138.58000000000001)
271	116	197.0	1589.0	3.0	21.0		JAPAN	AICHI	MIKAWA	34.7	137.13	85.0	98.0					1.0				3.0				3.0		3.0		3.0	(34.700000000000003, 137.13)
272	118	197.0	1589.0	3.0	21.0		JAPAN	SHIZUOKA	TOTOMI	34.967	138.38299999999998	85.0	25.0					1.0				3.0				3.0				3.0	(34.966999999999999, 138.38299999999998)
273	19010	198.0	1590.0				PERU		CAMANA	-16.623	-72.711	89.0	67.0					1.0								3.0		3.0		3.0	(-16.623000000000001, -72.710999999999999)
274	119	199.0	1591.0	7.0	26.0		AZORES (PORTUGAL)		ILHA DE SAO MIGUEL, AZORES	37.78	-25.5	73.0	0.0					1.0								1.0					(37.780000000000001, -25.5)
275	10930	3123.0	1594.0				ITALY	CAMPANIA	BAY OF NAPLES	40.83	14.25	50.0	13.0					1.0													(40.829999999999998, 14.25)
276	120	203.0	1596.0	9.0	4.0		JAPAN	OITA	URYU-JIMA ISLAND, BEPPU BAY	33.3	131.5	85.0	19.0			5.0		1.0			708.0	3.0				3.0				3.0	(33.299999999999997, 131.5)
277	122	203.0	1596.0	9.0	4.0		JAPAN	OITA	SAGANOSEKI	33.2411	131.8722	85.0	17.0					1.0								1.0			80.0	1.0	(33.241100000000003, 131.87219999999999)
278	123	204.0	1597.0	9.0	10.0		JAPAN	OITA	HISAMITSUJIMA ISLAND, BEPPU BAY	33.3	131.5	85.0	9.0			2.0		1.0			40.0	1.0									(33.299999999999997, 131.5)
279	10935	3124.0	1601.0						HERACLEON			50.0						1.0													(nan, nan)
280	10413	207.0	1602.0	2.0	8.0		JAPAN	CHIBA	BOSO PENINSULA	34.9	139.85	85.0	63.0					1.0													(34.899999999999999, 139.84999999999999)
281	124	207.0	1602.0	2.0	18.0		JAPAN	CHIBA	KAZUSA, AWA	35.1	140.4	85.0	9.0					1.0				3.0									(35.100000000000001, 140.40000000000001)
282	10414	209.0	1603.0				JAPAN	MIE	KUMANONADA SEA	33.7	136.5	85.0				2.0		1.0													(33.700000000000003, 136.5)
283	126	212.0	1604.0	11.0	24.0		PERU		CAMANA	-16.623	-72.711	89.0	234.0				2000.0	1.0			40.0	1.0				1.0					(-16.623000000000001, -72.710999999999999)
284	10677	212.0	1604.0	11.0	24.0		PERU		CALLAO	-12.05	-77.15	89.0	930.0					1.0													(-12.050000000000001, -77.150000000000006)
285	125	212.0	1604.0	11.0	24.0		CHILE	ARICA	ARICA	-18.467	-70.333	89.0	92.0				100.0	1.0			23.0	1.0				2.0				3.0	(-18.466999999999999, -70.332999999999998)
286	127	212.0	1604.0	11.0	24.0		CHILE	CONCEPCION	OLD CONCEPCION	-36.733000000000004	-72.983	89.0	2106.0			5.0	300.0	1.0								1.0					(-36.733000000000004, -72.983000000000004)
287	10678	212.0	1604.0	11.0	24.0		PERU		ILO	-17.639	-71.33800000000001	89.0	50.0			3.5	2000.0	1.0			11.0	1.0				1.0					(-17.638999999999999, -71.338000000000008)
288	128	212.0	1604.0	11.0	24.0		PERU		PISCO	-13.71	-76.22	89.0	731.0					1.0													(-13.710000000000001, -76.219999999999999)
289	15705	3548.0	1604.0	12.0	29.0		CHINA		SHAXIAN, FUJIAN PROVINCE	26.401999999999997	117.791	84.0	232.0					7.0													(26.401999999999997, 117.791)
290	15704	3548.0	1604.0	12.0	29.0		CHINA		QUANZHOU, FUJIAN PROVINCE	24.914	118.586	84.0	93.0					1.0													(24.914000000000001, 118.586)
291	10415	2954.0	1605.0	2.0	3.0		JAPAN	SHIZUOKA	ARAI	34.6833	137.5667	85.0	157.0					1.0								1.0			80.0	2.0	(34.683300000000003, 137.5667)
292	19612	216.0	1605.0	2.0	3.0		JAPAN		SUSAKI	33.367	133.283	85.0	156.0					1.0			20.0	1.0									(33.366999999999997, 133.28299999999999)
293	19474	2954.0	1605.0	2.0	3.0		JAPAN	CHIBA	BOSO	34.9	139.85	85.0	199.0					1.0								1.0					(34.899999999999999, 139.84999999999999)
294	139	2954.0	1605.0	2.0	3.0		JAPAN	KANAGAWA	MIURA	35.14	139.6192	85.0	209.0					1.0			153.0	3.0									(35.140000000000001, 139.61920000000001)
295	134	2954.0	1605.0	2.0	3.0		JAPAN	TOKYO	HACHIJO ISLAND	33.1	139.77	85.0	126.0					1.0			57.0	2.0				2.0				3.0	(33.100000000000001, 139.77000000000001)
296	131	216.0	1605.0	2.0	3.0		JAPAN	KOCHI	KANNOURA	33.533	134.3	85.0	81.0			6.0		1.0			350.0	3.0									(33.533000000000001, 134.30000000000001)
297	137	216.0	1605.0	2.0	3.0		JAPAN	KOCHI	CAPE MUROTO	33.2833	134.15	85.0	77.0			10.0		1.0			400.0	3.0									(33.283299999999997, 134.15000000000001)
298	19475	216.0	1605.0	2.0	3.0		JAPAN	KUMAMOTO	KYUSHU ISLAND	33.0	131.0	85.0	364.0					1.0				1.0									(33.0, 131.0)
299	19476	2954.0	1605.0	2.0	3.0		JAPAN	SHIZUOKA	NISHINA VILLAGE	34.7667	138.7667	85.0	143.0				1200.0	1.0													(34.7667, 138.76669999999999)
300	138	216.0	1605.0	2.0	3.0		JAPAN	TOKUSHIMA	SHISHIKUI	33.567	134.317	85.0	83.0			6.0		1.0			136.0	3.0									(33.567, 134.31700000000001)
301	19507	216.0	1605.0	2.0	3.0		JAPAN	WAKAYAMA	MISAKI	33.433	135.75	85.0	93.0					1.0			153.0	3.0									(33.433, 135.75)
302	19508	216.0	1605.0	2.0	3.0		JAPAN	TOKUSHIMA	TOMOURA	33.5833	134.3667	85.0	82.0			5.0		1.0			100.0	2.0									(33.583300000000001, 134.36670000000001)
303	19477	2954.0	1605.0	2.0	3.0		JAPAN	MIE	ISE BAY	34.75	136.75	85.0	213.0					1.0													(34.75, 136.75)
304	132	216.0	1605.0	2.0	3.0		JAPAN	TOKUSHIMA	AWA	34.06	134.6	85.0	121.0			7.0		1.0													(34.060000000000002, 134.59999999999999)
305	133	216.0	1605.0	2.0	3.0		JAPAN	KANAGAWA	HIRO	34.0333	135.1833	85.0	118.0					1.0								2.0			700.0	3.0	(34.033299999999997, 135.1833)
306	135	216.0	1605.0	2.0	3.0		JAPAN	KOCHI	SAKIHAMA	33.3833	134.2167	85.0	77.0			10.0		1.0			50.0	1.0									(33.383299999999998, 134.2167)
307	19473	2954.0	1605.0	2.0	3.0		JAPAN	MIE	ISE-SHIMA	34.455	136.9	85.0	182.0					1.0			1001.0	4.0									(34.454999999999998, 136.90000000000001)
308	10416	219.0	1606.0	1.0	23.0		JAPAN	TOKYO	HACHIJO ISLAND	33.1	139.77	85.0	135.0					1.0													(33.100000000000001, 139.77000000000001)
309	30367	5570.0	1607.0	1.0	30.0		UK		GLASTONBURY	51.15	-2.72	73.0	39.0					1.0													(51.149999999999999, -2.7200000000000002)
310	30380	5570.0	1607.0	1.0	30.0		UK		AVONMOUTH	51.5	-2.73	73.0	2.0					1.0													(51.5, -2.73)
311	30369	5570.0	1607.0	1.0	30.0		UK		BURNHAM-ON-SEA	51.24	-3.0	73.0	36.0					1.0													(51.240000000000002, -3.0)
312	30381	5570.0	1607.0	1.0	30.0		UK		PETERSTONE	51.515	-3.055	73.0	25.0					1.0													(51.515000000000001, -3.0550000000000002)
313	30382	5570.0	1607.0	1.0	30.0		UK		GOLDCLIFF	51.54	-2.92	73.0	16.0			7.14		1.0													(51.539999999999999, -2.9199999999999999)
314	30383	5570.0	1607.0	1.0	30.0		UK		NASH	51.548	-2.945	73.0	18.0					1.0													(51.548000000000002, -2.9449999999999998)
315	30384	5570.0	1607.0	1.0	30.0		UK		REDWICK	51.552	-2.85	73.0	12.0					1.0													(51.552, -2.8500000000000001)
316	30385	5570.0	1607.0	1.0	30.0		UK		BREAN	51.3	-3.01	73.0	31.0					1.0													(51.299999999999997, -3.0099999999999998)
317	30386	5570.0	1607.0	1.0	30.0		UK		BARNSTAPLE	51.08	-4.06	73.0	106.0					1.0			500.0	3.0									(51.079999999999998, -4.0599999999999996)
318	30387	5570.0	1607.0	1.0	30.0		UK		WISBECH	52.665	0.15	73.0	234.0					1.0													(52.664999999999999, 0.14999999999999999)
319	30388	5570.0	1607.0	1.0	30.0		UK		KINGS LYNN	52.755	0.4	73.0	254.0					1.0													(52.755000000000003, 0.40000000000000002)
320	30366	5570.0	1607.0	1.0	30.0		UK		BRIDGWATER	51.13	-3.0	73.0	46.0					1.0													(51.130000000000003, -3.0)
321	30370	5570.0	1607.0	1.0	30.0		UK		BERROW	51.265	-3.01	73.0	34.0					1.0													(51.265000000000001, -3.0099999999999998)
322	30371	5570.0	1607.0	1.0	30.0		UK		LYMPSHAM	51.28	-2.96	73.0	30.0					1.0													(51.280000000000001, -2.96)
323	30372	5570.0	1607.0	1.0	30.0		UK		UPHILL	51.32	-2.98	73.0	28.0					1.0													(51.32, -2.98)
324	30373	5570.0	1607.0	1.0	30.0		UK		BANWELL	51.325	-2.865	73.0	23.0					1.0													(51.325000000000003, -2.8650000000000002)
325	30374	5570.0	1607.0	1.0	30.0		UK		WESTON-SUPER-MARE	51.345	-2.98	73.0	26.0					1.0													(51.344999999999999, -2.98)
326	30375	5570.0	1607.0	1.0	30.0		UK		KEWSTOKE	51.365	-2.96	73.0	23.0					1.0													(51.365000000000002, -2.96)
327	30376	5570.0	1607.0	1.0	30.0		UK		PUXTON	51.365	-2.8539999999999996	73.0	18.0					1.0													(51.365000000000002, -2.8539999999999996)
328	30377	5570.0	1607.0	1.0	30.0		UK		YATTON	51.386	-2.82	73.0	15.0					1.0													(51.386000000000003, -2.8199999999999998)
329	30378	5570.0	1607.0	1.0	30.0		UK		KINGSTON SEYMOUR	51.395	-2.86	73.0	16.0			7.74		1.0													(51.395000000000003, -2.8599999999999999)
330	30379	5570.0	1607.0	1.0	30.0		UK		CLEVEDON	51.44	-2.86	73.0	13.0					1.0													(51.439999999999998, -2.8599999999999999)
331	30368	5570.0	1607.0	1.0	30.0		UK		HUNTSPILL	51.2	-3.0	73.0	39.0					1.0													(51.200000000000003, -3.0)
332	10514	222.0	1608.0	7.0	1.0		INDONESIA	NORTH MALUKU	MAKIAN ISLAND	0.33	127.43	83.0	54.0					1.0				1.0									(0.33000000000000002, 127.43000000000001)
333	10936	3125.0	1609.0	4.0			GREECE		ISLAND OF RHODES	36.167	28.0	50.0	44.0					1.0													(36.167000000000002, 28.0)
334	19478	226.0	1611.0	12.0	2.0		JAPAN	IWATE	KOYADORI	39.427	142.015	85.0	219.0			25.0		1.0													(39.427, 142.01499999999999)
